,Place,Categories,Rating,Review Title,Review Body
203,Phulchowki,Mountains,4.5,One and only kind of Hill in Kathmandu!,"Phulchauki, the highest valley rim of Kathmandu valley located in the southern fringe is one and only kind of hill that is wonderful for nature hikes and extremely popular for birders like me. Among my many visits, this last visit in March 2019, was very memorable with so many birds, great walking experience and great Himalayan view I was lucky to see. Must visit if you are into the nature and specially birds."
204,Phulchowki,Mountains,4.5,Awesome Nature Beauty,"We are here on our bike and scooter with little difficult way (offroad) from the Godavari to the one of the highest point of Kathmandu. We are very pleased to be here. We saw lots of kaliz (Junglefowl) and two types of Rhododendron and many types of bird, we enjoy a lot to see a great view of the surrounding mountains and Himalayas. Once is not enough for this beautiful place."
205,Phulchowki,Mountains,4.5,Great walking way.,"If you like to walk at middle level is a great way to do it. 4-5 h trek up to hill. Pretty quiet place, not to much people in there, on the way great high montagnes view ."
206,Phulchowki,Mountains,4.5,Best view point near Kathmandu,"Beautiful panaromic view of Himalayas and lush green forest will refresh anybody visiting this place. Guarded by Nepalese army, there is a tower at the top of hill from where surrounding areas and High Himalayas far away can be seen like a bird. Recommended for those who wish to see Himalayas even from distant."
207,Phulchowki,Mountains,4.5,Wonderful,Phulchauki is the highest point of Kathmandu providing some great Himalayan views. Very difficult to take off your eyes off from the beauty
208,Phulchowki,Mountains,4.5,Phulchock in Kathmandu,I have been to Phulchock many times in the past. It was great to revisit the place. There have been few changes after the earth quack three years back.
209,Phulchowki,Mountains,4.5,Highest point of kathmandu valley.,Kathmandu valley is like a bowl.But its has very especial climate means all five different type of climate. its lowest point is 500m far from sea level and highest point is 1800m its Phulchauki hill. This place is especially for enjoying with nature.
210,Budhanilakantha Temple,Religious Sites,4.5,I already reviewed this place,Why is this place added twice here? Please fix. And also some locations are hard to find in this. Even with exact spelling from Google maps or such.
211,Budhanilakantha Temple,Religious Sites,4.5,jai Bhole Nath,amazing temple with the floating idol of lord vishnu in a lying position in a pond. it is amazing how the idol floats on water. it is said that it rests on the sheshnaag. a must visit. great temple.
212,Budhanilakantha Temple,Religious Sites,4.5,temple,a temple located in the foothill of the Nagarjuna reserved Forrest. not very clean and ordinary place
213,Budhanilakantha Temple,Religious Sites,4.5,Visit to Budhanilkantha Temple,This temple is unique in itself.  One has to climb down several steps in a well and starts the cave where the deity is sitting. It is also unique that it has Sheshashahi Vishnu stone idol in a sleeping position on a Naag. (Kobra) All in a small water tank. The temple is quite clean and one needs to adhere to visiting timings and pay entrance ticket. But this is worth a visit for its uniqueness.
214,Budhanilakantha Temple,Religious Sites,4.5,Budhanilakantha temple,budhanilakantha temple is situated about 10 kms from main city. Lord Vishnu in Sayana position in this temple.We are informed by the guide that one old man by name Nilakantha found the deity and hence the temple is named as Budha(old)Nilakantha temple.
215,Budhanilakantha Temple,Religious Sites,4.5,Unbelievable and Amazing Place,This place is not very popular amongst the tourist as it has never been talked about as one of the places to see in Nepal on websites or govt advertisements. But this place is unique as it has a floating Hindu God Vishnu Ji in water. There is no other Temple of Vishnu Ji in the world in this form and posture. Seeing is believing. One must visit this place on the foothills of Shivapuri Mountain.
216,Budhanilakantha Temple,Religious Sites,4.5,RELIGIOUS PLACE,It is one of the oldest temple of nepal. Its a Hindu temple featuring a large stone statue of the god Vishnu lying in a pond. Parking here is a major problem.
217,Budhanilakantha Temple,Religious Sites,4.5,Very important temple in the heart of Kathmandu,Don't miss visiting this place when in Kathmandu. Not very far from the airport. It's interesting to see the sculpture of Vishnu float in the water.
218,Budhanilakantha Temple,Religious Sites,4.5,A peaceful place to experience Nepalese rituals,"This place was close to my resort. I went there thrice with different companions. First time when I went there was some kinda festivals going on. Women were wearing red sarees & performing rituals. The big red building in the yard provides an age old vibe. The lying idol is a unique masterpiece to be observed. Since it's a holy place, moderate clothing & staying in limits are mandatory. It's an uphill place,So you should be conscious about your breathing."
219,Budhanilakantha Temple,Religious Sites,4.5,Wonderful vacation,This time we are in katmandu for our family vacation and we are so fortune to visit this holy temple we heard but this time we are  get a chance to visit this beautiful temple and we are feel so fortunate and feel good
220,Pullahari Monastery,Religious Sites,4.5,Nice decorated monastery in an awesome and stunning environment,Visiting this monastery gives you a nice impression of the well decorated interior of this traditional building. Also interesting to watch daily life of the monks.
221,Pullahari Monastery,Religious Sites,4.5,Panoramic views and great cafe,"It is hard to believe that just a 15 minute drive from the chaos and dust of busy Boudha, an oasis of peace and calm and beauty can be found so close to the city. You can walk to Pullahari Monastery from Boudha or get a taxi up and walk back. The beauty of Pullahari Monastery is that it is open to the public and welcomes visitors - both locals and tourists. Opening hours are from around 10 am to 4pm each days. The temple itself may not be open but there is plenty to see and it has the best caf run by the monks with the tastiest samosas in the whole of Kathmandu. The caf also serves cakes and snacks, hot and cold drinks and all food is made fresh there.  For tourists it is worth a visit as it gives you 360 degree panoramic views around the Kathmandu Valley and across to all the hills. From the top temple you get a really good idea of the lay of the land of Kathmandu and how crowded it is. From Pullahari you can also do the 40 minute walk along the ridge line to Kopan Monastery - a wonderful mini trek through the trees and jungle to give you a taste of trekking in Nepal. From Kopan you can get a taxi back to town or walk back to Boudha. A great place for a half day outing or you can just spend hours sitting in the beautiful gardens around the monastery and relax."
222,Pullahari Monastery,Religious Sites,4.5,Peaceful Monastery in the Hills,"Nice visit to this picturesque, peaceful monastery.  Nice gardens and also a walkway among more than half a dozen stupas down the hillside.  We were invited inside the main temple for prayers.  Not as extraordinary as the nearby hilltop Amitabha Monastery."
223,Pullahari Monastery,Religious Sites,4.5,Nice non-commercial monastery to visit,"I see from reading other reviews that people are very emotional about this place with all the superlatives. But its only a Tibetan Buddhist monastery as it should be, and with beautiful views of the surrounding area. It's also a pleasant walk and a welcome change from Kopan if you are staying there. The main gompa renovation seems to be done and the paintings are amazing. If you walked there you will love resting at the caf with very reasonable prices (half of those of Kopan) and also great views from the upper terrace."
224,Pullahari Monastery,Religious Sites,4.5,"Great ambience, incredible place","Its a beautiful place near by Gokarna. The monasteries are full of amazing art, surrounded by greenery. The garden there is beautiful with lots of flowers. Its a peaceful place with magnificent view of the city. A great place to visit, meditate and get some break from chaotic city."
225,Pullahari Monastery,Religious Sites,4.5,Magical monastery,This monastery was great; even though it was under construction at the time we visited it was beautiful and impressive. We witnessedthe evening prayer and loved it.
226,Pullahari Monastery,Religious Sites,4.5,"Peaceful, glorious gardens and great views","These days life in Kathmandu can be chaotic with traffic jams, pollution and crowds of people.  But just half an hour's walk from Boudha, the magnificent Pullahari Monastery gives you peace and quite, fantastic views across Kathmandu Valley, great views of the big hills behind and it has the best tea house and samosas in the area. You can get to Pullahari by taxi, local bus or walk up the hill and enjoy the countryside. Saturdays are very busy there as all the local young people like to go there to relax and enjoy snacks at the caf. If you time it right you may be there when one of the big prayer ceremonies are on and it is so special to hear the sounds chanting and drums, horns and cymbals. Pullahari was badly damaged in the quakes and the main temple has just opened again after reconstruction. The most awe inspiring sight is watching artists painting the wall frescos and Buddhist imagery on the monastery walls - hundreds of hours of work to achieve such beauty and detail.  Rai at the caf makes the best samosas in Kathmandu and you can enjoy them there along with other home made goodies or he will pack them for take away.  You can even stay at Pullahari so enquire at the office as they have some arrangements for five day or more stays in the cottages below the monastery. One of our favourite places in the whole of Kathmandu - Pullahari is highly recommended for a visit. From there you can do the half hour walk along a well made path around the ridge to Kopan Monastery."
227,Pullahari Monastery,Religious Sites,4.5,Less Tourists,The monastery is not really famous with the tourists. Our hotel front desk informed us about the place. Can be visited if you have few hours to spare.
228,Pullahari Monastery,Religious Sites,4.5,Peaceful spiritual place,"Every time I visit Kathmandu I visit the Monastery and feel the positive peace within .The Monastery is located on a hill above the Boudhanath area on the same ridge as Kopan Monastery, just a few minutes walk away from Kopan Monastery.Very good place to go and  take  relax, meditate, and enjoy with family.Fantastic place."
229,Pullahari Monastery,Religious Sites,4.5,A secret hideaway on a hill overlooking the city,"A beautiful monastery set on top of a hill in Southern Kathmandu, the view is breathtaking, so is the monastery. The gardens are lovely. A lovely place to meditate and get fresh air. You should also try out the fresh cakes, samosas, lafings and pakodas available at the canteen. Reasonable price and clean. Vegetarian. We visit the place again and again. It's also a good idea to walk from the Gokarna temple, a lovely 30-minute hike."
230,National Botanical Gardens,Gardens,4,wonderful place for plants loving people!,"After passing the difficulty of finding the entrance we had a wonderful experience in the garden. If you are interested in plants, in their use for local people and in their variety this is teh place for you to go! It is amazing in what variable climates, heights, etc. plants can live and with which startegies. The garden describes the distribution of Nepali plants, their range, their strategies and their beauty quite well."
231,National Botanical Gardens,Gardens,4,Godabari Botanical Garden,"Great place to visit. Especially for nature lovers. If you are interested about the plants, you must be here"
232,National Botanical Gardens,Gardens,4,Beautiful garden,"An excellent botanical garden, very good informative boards, and just a great place to visit, away from the dust of Kathmandu"
233,National Botanical Gardens,Gardens,4,Restful gardens,Lovely escape from the busyness of Kathmandu! Bring cash- check the entry fee before you go!  You can take a taxi or microbus to the end stop and walk!
234,National Botanical Gardens,Gardens,4,Wonderful sanctuary.,"A beautiful surprise to us. Well kept and interesting, with lots of bird life. Well worth a visit and not far from the city."
235,National Botanical Gardens,Gardens,4,Peaceful and Informative,The display on Nepal's indigenous healing and industrial-use plants was great. A lot of the specimens however seemed dead in that exhibit (Maybe because they were mountaing growing plants). Nonetheless the placards were informative. The greenhouses were closed to the public when I went but the grounds were pleasant to walk. It was a great break from the hustle and bustle of Kathmandu.
236,National Botanical Gardens,Gardens,4,Nice,National Botanical Gardens is very nice place to spend time amidst nature. It is quite well maintained with beautiful flowers grown all around
237,National Botanical Gardens,Gardens,4,lovely large gardens for a peaceful park walk,"A lovely tranquil spot for a walk or just to sit and reflect or read a book in the fresh air. Its about a 30-40 min drive from the centre of Kathmandu but easy to find, just past the Godvari post office on the way to Pulchowki hill. The entry fee is a nominal 226 ruppees (or about 2 US dollars) for foreigners. Well worth the money to support the work they are doing and the preservation of one of the few park spaces in kathmandu. Plants are clearly labelled for the curious or scientifically minded. Many beautiful flowers for those who just like to admire the beauty. Set against the hills on the edge of the valley, it is a welcome place to breathe fresh air and soak up the greenery. There is a restaurant on site."
238,National Botanical Gardens,Gardens,4,Peaceful Getaway from Kathmandu,"My husband and I wanted a day trip out of the city and this place was great. Large and peaceful, even romantic. Lots of trees and greenery. Just wish people there didn't throw their garbage everywhere...but this was one thing we learned was everywhere in Nepal :("
239,National Botanical Gardens,Gardens,4,Godawari,This is the place where we can learn about the nature and the vegetation name as well as its feature.
240,Jaganath(Krishna) Temple,Religious Sites,4.5,awesome place,"this temple close inside but i very beautiful big temple .when i go to durbar square ,visit there many time .,i always visit jaganath temple take a rest in this temple for more then hours.this temple is best place to sit and relaxing  peace give me"
241,Jaganath(Krishna) Temple,Religious Sites,4.5,jai krishna,"amazing temple. brings glimpses of old time. great art and architecture. blissful and serene place for blessings of the lord. priests are very courteous and kind. even in the times of covid, it is open for blessing seekers. hail lord Jagannath!"
242,Jaganath(Krishna) Temple,Religious Sites,4.5,temple at darbar sq,"Another ktm Dabur sq place, a good big temple located in the heart of the darbur sq. it is bit clean and nicer than the other temples here."
243,Jaganath(Krishna) Temple,Religious Sites,4.5,Nice,Very nice temple. You will feel like a heaven. There is very nice environment and nice peoples. I loved it.
244,Jaganath(Krishna) Temple,Religious Sites,4.5,Krishna temple,Situated in Durbar square near hanuman dhoka. Hindu people pay homage at this site.it is two storey temple and ancient.
245,Jaganath(Krishna) Temple,Religious Sites,4.5,Krishna Temple on a Shiva City,"The story goes that the king wanted to make a Shiva temple and have the deity installed on the second floor. One night in his dreams, Krishna came and asked him to make a Krishna temple. So he decided to have Radha & Krishna on the first floor. All the Desa Avatar of Vishnu are sculptured around on the same floor."
246,Jaganath(Krishna) Temple,Religious Sites,4.5,not a must see but wish for luck while there,we were very lucky to arrive at the attraction while a funeral was taking time. we could see the whole rituals and ceremony that we used to see in films only.i would recommend it would you wish to discover another culture
247,Jaganath(Krishna) Temple,Religious Sites,4.5,Optional,"It is not a must, but could be part of a sightseeing plan.If you have time go see it, but do not expect a lot"
248,Jaganath(Krishna) Temple,Religious Sites,4.5,repair,"its beauty,but its some places where are not finish repair after earthquake,best time to visit is morning"
249,Jaganath(Krishna) Temple,Religious Sites,4.5,"Gorgeous building, must see part of Durbar Square tour","Not too damaged by the earthquake, fun to see a Krishna temple here in the land of Buddhism. Beautiful architecture; a must see."
250,Indra Chowk,Historic Walking Areas,4,full of hustle and bustle,this busy market area was filled with loads of interesting shops and restaurants. The Lassi Shop and the Samosa Shop called TipTop were the highlights of the area. The Lassi shop sells the best Lassi i have ever tasted.
251,Indra Chowk,Historic Walking Areas,4,Best of Nepal.,"If you are in Kathmandu, don't miss this place to visit, as it is a color market near Thamel. if you are in Nepal to explore real authentic things then Indra Chok is the one you should go and explore. good luck.I had a guide from safe holiday adventure from Kathmandu, he helped me a lot and gave info about that places, if you are looking for a guide also to visit Indra chok then i would say the contract with safe holiday adventure pvt. ltd or mr.gauli santosh. have a great time enjoy."
252,Indra Chowk,Historic Walking Areas,4,Rich of culture,"This is our Nepal's Pride. Various type of culture, religious are one of the ornament of Kathmandu valley."
253,Indra Chowk,Historic Walking Areas,4,Busy shopping street!!!,"This is a busy shopping district adjacent to Kathmandu Durbar Square. It is very busy crowded with people, cars and motorbikes. It is a good place to taste the life of locals in Kathmandu where we could see different vendors selling wide range of stuffs. In our opinion, it is not a conducive place to do shopping since it is busy and chaotic. We were there just to feel the local livelihoods as part of city life in Kathmandu, so it is perfectly fine for us. Suggest to walk to this place since the road is extremely congested. It is walkable from Thamel district on the way to Durbar Square. Not difficult to navigate using Google Map if you purchase the prepaid data SIM card at the airport with fees of NPR800 for 5GB valid for 28 days."
254,Indra Chowk,Historic Walking Areas,4,Local market,"Few tourists come here compared to Thamel. Prices are still automatically jacked up when they see a foreigner so you have to bargain hard to come close to a decent price which gets old really quickly. But the place is well worth a trip. It is located in the old part of town and it is surrounded by gorgeous temples. Locals come here to buy in mass especially on Saturdays. Youll find everything from fabrics to copper and brass houseware. Cheap jewelry, incense, etc."
255,Indra Chowk,Historic Walking Areas,4,Funny place of katmandu,"Really nice place base in the middle of a noise square. You can buy lots of cloths from different colours. The best is to get on the middle of the square, you have to cross a really crowdy street but you will survive.I recommend the place because you can find really good staff but remember they give you a price, bargain for it"
256,Indra Chowk,Historic Walking Areas,4,Downtown of Nepal,"One can find Nepali culture well carved in windows of buildings, not only in the temples but also in private houses. It is a point of attraction not only for tourists but also that it is a centre of market of traditional ornaments, apparels. If you are buying something, be careful to select the genuine items from artificial ones and do not forget to bargain."
257,Indra Chowk,Historic Walking Areas,4,Don't just rush through here!,"This is my favorite place to take in urban Kathmandu. From my perch on the temple steps I often see tourists scurrying through on their way from Thamel  to Kathmandu Durbar Square. Hey! This town is more than just the monuments! Stop and just exlore the maze of streets slightly to the north and west. Face the temple with the flyign dogs ... to the right is the street where about two dozen shops sell applique along with tika, paranda and bangles.go slightly to the north and get a lassi, hang out with the Nepalis for just a minute. The Rato Mechhandranath temple is half a block away.There is a small shop to buy Haku Patasi and other traditional fabric, nearby named ""Nepal Kasaa Pasal"" if you Google it you can find a longer blog I wrote about it.And of course, the bead bazaar. If you are into photographic this is one of the best stops you can make!"
258,Indra Chowk,Historic Walking Areas,4,An amazing heritage walk in old Kathmandu!,"Indrachowk is in the heart of old Kathmandu city and just 5 minutes walk from Kathmandu Durbar Square.It is the commercial hub of the old city and the local market is colorful,crowded and vibrant.It sells all possible things but it is just interesting to walk through it to enjoy the experience.Indrachowk area has temples and traditional stores that are unique.If you enjoy walking through a market then you'll love it.It also has a unique ""Pote"" bazaar.Pote are beads worn by married hindu women and made by muslims.Not too far is Machindra bahal temple,worshipped by Hindus and Buddhists.Further on is the Annapurna temple and Ason chowk.One can continue walking through Tyoda and Thahiti and reach Thamel.The whole walk can be done in an hour but it is recommended that you stop,explore and enjoy the walk.If you want a completely different atmosphere and a more local ambience then visit the area in the early morning when the vendors are selling vegetables and fruits."
259,Indra Chowk,Historic Walking Areas,4,fun inner city market place,Fun to see all the wares set up for sale in this big open market space. Don't forget to bargain as you enjoy the Nepalese tourist lures.
260,Kathesimbu Stupa,Religious Sites,4.5,A must,"Incredible, lots of stairs ..so be fit, there is a hand rail but still very hard climb ......it is worth it , incredible view ,love the pray wheels ...make sure you go the ring way ....right to left you spin them ...."
261,Kathesimbu Stupa,Religious Sites,4.5,Good for praying and appreciation,"Visited 2 times when walk toward Durbar square.  It was not planned to look for it, but you will instantly spot it when pass by, because of the blue sky, spiritual stupa, chill wind to away from the busy road.Do sit down and have local sweet milk tea at the alley, very spiritual place and blessed.Of course, do visit the monk school and the prayer wheel."
262,Kathesimbu Stupa,Religious Sites,4.5,Mini Stupa,"A nice place to visit if youre strolling around Kathmandu. It has a miniature version of Boudhastupa. However, be careful of bird poop as this place is packed with pigeons!"
263,Kathesimbu Stupa,Religious Sites,4.5,Another must-see,"Make this one of your stops while in Kathmandu.  I know it is considered touristy, but some things are that way for a reason."
264,Kathesimbu Stupa,Religious Sites,4.5,Mini stupa and colourful temple architecture,"I stumbled upon this stupa by accident, on my way to Asan Tole (spice street) and Kathmandus Durban Square. It was on the right, heading south.The small courtyard was quiet, just a thousand pigeons eating corn and pooping everywhere. Opposite the chaitya (small stupa), was a very lovely wooden, carved painted door with golden script above, and this was a Tibetan style monastery (closed when I visited). It took me ages to find the name of this place, but then I could read about it. Its a 17th copy of the big Swayambhu stupa.Hope you find it!"
265,Kathesimbu Stupa,Religious Sites,4.5,Mini Swayambu,"I love this little square with its stupa and monastery. Not so many tourists seem to find it, so it is more a place where locals hang out. There are quite a lot of pigeons, which can be a bit of a nuisance if children are running about (I got a lot of feathers in my paint)."
266,Kathesimbu Stupa,Religious Sites,4.5,Nive place and free entrance,"I truly recommend this place for two reason,the pagoda is really nice but if you get inside the budispt temple you will enjoy it.Secondly is a free temple and in katmandu almost all of them you need to pay entrance.Is another quite place from the city but is not one of the most cleanest temples. About the budispt temple, you can get inside without shoes and you can take pictures if the monks are not praying, I recommend to get inside is a relly nice place"
267,Kathesimbu Stupa,Religious Sites,4.5,Little bhoudanath,"Lovely find, our guide brought us here and at first look this is like mini Bhoudanath stupa, exactly. Its ver charming and has small shops and monastery nearby with very reasonable prices. Lots of locals visit not tourists, and near to Thamel just short walk of less than 10mins. Really enjoyed the calm serene sense despite being in a busy location."
268,Kathesimbu Stupa,Religious Sites,4.5,Worthwhile Stop,Most tourists stay in Thamel and find their way to Durbar Square. It's worth checking your walking path to the in this stupa and the surrounding Tibetan area--it's a better walk with less vehicle traffic and you can view the stup and monastery inside the square. There are also many shops in this area for Tibetan and Buddhist items with better chances at decent prices than you will get in Thamel.
269,Kathesimbu Stupa,Religious Sites,4.5,Beautiful place,"This is a short walk from Thamel, and the walk to this place itself is beautiful. Many interesting things to see along the way.This place is beautiful. The stupa and all the beautiful figurines and shrines."
270,Akash Bhairav Temple,Religious Sites,4.5,Akash Bhairav,"Akash BhairavThe Aakash Bhairav temple at Indrachowk in Kathmandu is the residence of King Yalamber who is supposed to have achieved the power through tantric and is believed to be appearance of Lord Shiva, but like Banasura, he may possibly have been a disciple of lord Shiva.The Aakash Bhairav temple at Indrachowk in Kathmandu is the residence of King Yalamber who is supposed to have achieved the power through tantric and is believed to be appearance of Lord Shiva, but like Banasura, he may possibly have been a disciple of lord Shiva. Many such other add-ons are found in Nepali tradition of the story where Aakash Bhairav was involved in the Kurukshetra war. Akash Bhairav is a Hindu deity, regarded as the god of the sky, several large temples in Kathmandu are dedicated to him and also consider as a progenitor of the Maharjan caste, especially the peasant groups. Aakash Bhairav's head has an image that the Buddhists recognize as Buddha and the Hindus identify as Brahma, thus making the idol of Yalamber/Barbarika/Aakash Bhairav worship by everyone. The head of the Aakash Bhairav was excavated many hundred years ago in Kathmandu. The head now exists in a Hindu temple in Kathmandu which isnt far-off from Durbar Square. It is taken out of the temple once in every year and is blessed by the Kumari- the living goddess lives nearby Kumari Chowk. Worshipping of the Bhairav is generally a symbol of protection and power. For eight continuous days during the celebrations in Indrajatra festival, the temple contains of decorated temple and the deity. This is follow by the Tantrik Puja, the Sagun Puja and the Kal Puja. The worshipper and the deity are held together in an exceptionally 'reciprocal' energetic. Akash Bhairav symbolizes protection and goodwill for the nation and its people as per the belief by the Nepalese people.#storytelling #historyofkathmandu #indrachoknewroad #kathmandu #nepal #nepaldiaries"
271,Akash Bhairav Temple,Religious Sites,4.5,I have just visited akash bhairav temple which is near from our home stay. I almost go to that place every month.,I feel such a good vibes and feel like getting  positive energy and the peace of mind when i go to the the temple .The temple is very nice and has historical importance to the Hindus.
272,Akash Bhairav Temple,Religious Sites,4.5,'Protector of Travelers',"The Bhairava of the Sky, this deity protects all the travellers from untoward situations. You can pay your respect from the main road also."
273,Akash Bhairav Temple,Religious Sites,4.5,nice temple,i went there for a propose of visit but this place is awesome place where you can found peace and there is big bell which sound was awesome the bell sound you can relax and you feel enjoy.
274,Akash Bhairav Temple,Religious Sites,4.5,Powerful God,My elders have a strong belief on Akash Bhairav and i have been visiting Akash Bhairav since a toddler.
275,Akash Bhairav Temple,Religious Sites,4.5,Worth Visiting Inside,"Have passed this temple many times (among settings for movie Dr. Strange), but went inside for first time today. It is well worth it--peaceful refuge inside and beautiful."
276,Akash Bhairav Temple,Religious Sites,4.5,Foreigners are allowed inside,Take off your shoes at the landing to the stairway. If you are quiet and respectful you can sit across from the icon and enjoy the puja while you look out the window. There are some veyr interesting metal sculptures in the main room.
277,Akash Bhairav Temple,Religious Sites,4.5,Akash Bhairav tempel,Beautiful wooden carving. Take enough time to look at the details. Next time I will certainly see other details
278,Akash Bhairav Temple,Religious Sites,4.5,Interesting Temple In A Busy Street & Square,"This was a busy and crowded part of Kathmandu and this old temple which apparently was supposed to have been the palace of the original  King of Nepal and a particlar religious sect.This was one of those places to look at the old architecture and watch the locals going about their daily routine,."
279,Akash Bhairav Temple,Religious Sites,4.5,Sightseeing in Thamel,"Walking around early morning while the locals are busy selling & buying fresh vegetables to cloths, pots & pans! A sight for all senses"
280,Mandala Street,Neighborhoods,4.5,Nice street,"Despite other areas that are supposed to be traffic free this street actually is which is a relief . There are some cafes some decent shops and a decent place to meet people without getting hassled which I am doing tonight just for that reason as I dont want a taxi , hash or a massage or even a rickshaw ride ( honestly the hassle is fairly minor compared to many other places but hey ho )"
281,Mandala Street,Neighborhoods,4.5,"Great, quiet shopping away from Thamel chaoa","No cars are allowed, which makes for a less fumey, quiet and calmShopping or walking experience. I kept going back there and bringing others as the respite can be so needed in the chaos that is Thamel."
282,Mandala Street,Neighborhoods,4.5,A quiet oasis in the centre of Thamel.,"Mandala Street is a great little escape if you need a break from the busy streets of Thamel. With more boutique-type shops, no traffic or being hassled by store owners. This is a great spot to regather yourself with a meal or a drink."
283,Mandala Street,Neighborhoods,4.5,INTERESTING SHOPS,"A nice little Arcade of shops, and a couple of cafes to stop at for a rest while shopping in Thamel.."
284,Mandala Street,Neighborhoods,4.5,browsing the shops,very safe area to be out in. lots of different shops to browse. the 2 stories make for a look down on what is going on.
285,Mandala Street,Neighborhoods,4.5,Nice fake street,"I am Italian, well travelled and totally trustworthy.This is my 8th times I land in Kathmandu because of climbing...usually a walk through Thamel is mandatory fir smthg I need to buy.Mandala street is a really cool small street, but totally fake. I mean, its what we guys from Europe and the US have in mind thinking about the spiritual Asia: walls of cool shiny dark bricks, well paved, clean, with nice shops and employees well dressed and smiling...Thats not Thamel, thats not Kathmandu nor Nepal: that its dusty, dirty, smelly, with people spitting and throwing rubbish along the streets and the river. Trust me: take off the dirt from Nepal, and its 50% less interesting than it is.So go to Thamel, forget about Mandala street unless you hit on it (easy) and enjoy the real life."
286,Mandala Street,Neighborhoods,4.5,Quite a cool place,"Tucked deep in the Thamel area. The good bit is, is that there are no cars. Heaps of shops/traders and some excellent cafes. See if you can find the Cafe with no name. It is worth it :)"
287,Mandala Street,Neighborhoods,4.5,Worth a look,Mandala Street has some great shopping and hides the entrance to Himalayan Java which has some of the best coffee in Thamel. There is a good cashmere shop with high quality goods as well. If you want a good strong take away coffee the little coffee shop on the corner does great coffee as well.
288,Mandala Street,Neighborhoods,4.5,Vibrant tourist area,"This is one of the key streets of the tourist shopping area. Lots of shops, many selling the same things - you just have to make your choice and then remember to bargain hard, even if it doesnt come naturally!"
289,Mandala Street,Neighborhoods,4.5,Tourist Market,A Walking street through Thamel. Different types of clothes and artificial stones and jewellery are sold here. It caters particularly for foreign tourists. Coffee and other western types of eating joints are lined up on the street and if goes in night then sparkling  with light mesmerising you.
290,Sankhu Village,Historic Walking Areas,4.5,"A great half day trip, provided the weather is good.","Where do I begin?I cast my mind back some 70 years or so, ( I'm now 76 ). As a young lad, growing up in Willesden NW London, my mother would sometimes quote the first few lines of a poem, ' There is a one eyed yellow Idol, to the north of Kathmandu '. To me, then, the name Kathmandu, had a magical sound to it, and it still does. Having first come to this magical city in 1997/8, and several times since, it's only this last couple of months that I be learnt that the poem, (written in 1911),  is actually based on a real idol, still worshipped by the local people, in the temple way above the village of Sankhu. Having read this, I thought that I would like to visit it for myself. Having eventually found the correct bus, with the help of a kindly Nepalese man, amongst the many busses around Ratna Park, I boarded, and it soon departed on the 2 hour bumpy and dusty journey, through mainly built up area. It's about 20 kilometres northeast of Kathmandu, and is a typical busy village.After a lunch of veg momos, I set off for the temple, due north of the bus park.After about a kilometre of fairly easy going, I was directed to a path which dipped between broadleaved trees, then started ascending. After crossing a metalled road the stairs began. All 600 or so. I counted them on the way back.The temple is not visible until you are almost up to it, being surrounded by many trees, with plenty of small monkeys to keep you company.Upon my arrival, there were a couple of ladies sweeping the grounds, a security guard and a Buddhist priest there. The temple is used by both Buddhist and Hindu worshippers.The priest kindly unlocked golden doors so that I could view the Goddess, and to her right, a smaller Hanuman idol.Noon is allowed in or allowed to take photos of them.Both idols were dressed in red garments, full length.I was allowed to take photos of the outside of the temple, tho.So, from my mother's quotes, seventy years ago, I was at the actual place mentioned in poem.Much to my great satisfaction "
291,Sankhu Village,Historic Walking Areas,4.5,Sankhu - oldest town in Kathmandu valley,Bhaktapur is nice and a world heritage. But Sankhu looks like Bhaktapur did 20 years ago and shows how a small Nepali Newari town looked hundreds of years ago.
292,Sankhu Village,Historic Walking Areas,4.5,One of the oldest newar valley,"the most amazing place.just 1-2 hours far from kathmandu . here are many temples ,people here are so friendly ,many historical temple lies here.like bajrayogene salinadi."
293,Sankhu Village,Historic Walking Areas,4.5,Very old town in Kathmandu,It was very old town in kathmandu and there is Milarepa cave and Bajrayogini temple which is Buddhist and hindus focal point religiously
294,Sankhu Village,Historic Walking Areas,4.5,It's Worth it to Go .....,It is a wonderful place peopled by rugged long suffering human beings . It has such a quality to it Sankhu Village - you can feel the sadness rising out of the rubble from that dirty rotten earthquake . Why didn't it happen somewhere completely different . Fate is fickle . SO if you are in Town go and leave some of your money there they need it BUT they also need your compassion and your smiles ....
295,Sankhu Village,Historic Walking Areas,4.5,Old city village,"The city had temples, water fountains, stone roads, but now much of it is in rubble, after the earthquake. Still a good place to visit."
296,Sankhu Village,Historic Walking Areas,4.5,TRADITIONAL PLACE,"this is a good place for cluture lover,people are awesome they treat guest like god.and they served food with is amazing"
297,Sankhu Village,Historic Walking Areas,4.5,Must visit,"If it's only to spend some money in local shops, coz this historic settlement was severly damaged by the earthquakes. The Vajrayogini temple is still standing, but squares and houses were devastated...people are so resilient, trying to survive and make something of their lives. Even 2 years after the quakes almost nothing has been done here. There is still a group of people who get hardly any food. Locals will help eachother, but it's almost unbearable for the community. Government and most (or all?) NGO's have left."
